lnp_id,bioactivity_profile,Bio_InVitro_Log2,Bio_InVivo_Flux,Extracted_raw_expression,Extracted_bio_type,Extracted_numeric_value,Extracted_invitro_log2,Extracted_invivo_value,Extracted_Bio_Ordinal_Class
670,animal_model: Ai9 mice (Cre-reporter mice); administration_route: IV; dose: 0.75 mg/kg total RNA; gene_expression_result: ~91% tdTomato editing in hepatocytes; biodistribution_result: Liver-selective gene editing; toxicity_profile: Well tolerated,,,~91% tdTomato editing in hepatocytes,percentage,91.0,,,3.0
671,"animal_model: Ai9 mice (Cre-reporter mice); administration_route: IV; dose: 0.75 mg/kg total RNA; gene_expression_result: ~34% endothelial cells, ~20% epithelial cells, ~13% immune cells edited; biodistribution_result: Lung-selective gene editing; toxicity_profile: Well tolerated",,,"~34% endothelial cells, ~20% epithelial cells, ~13% immune cells edited",percentage,34.0,,,2.0
672,animal_model: C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg total RNA; gene_expression_result: Efficient PTEN gene editing in liver (T7E1 assay); biodistribution_result: Liver-selective gene editing; toxicity_profile: Well tolerated,,,Efficient PTEN gene editing in liver (T7E1 assay),qualitative,,,,3.0
673,animal_model: C57BL/6 mice; administration_route: IV; dose: 0.05-0.25 mg/kg mRNA; gene_expression_result: High efficacy and organ selectivity retained; biodistribution_result: Liver-selective delivery maintained; toxicity_profile: Well tolerated,,,High efficacy and organ selectivity retained,qualitative,,,,3.0
674,animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: High efficacy and organ selectivity retained; biodistribution_result: Lung-selective delivery maintained; toxicity_profile: Well tolerated,,,High efficacy and organ selectivity retained,qualitative,,,,3.0
675,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.1 mg/kg mRNA; gene_expression_result: High luciferase expression in liver; biodistribution_result: Liver-specific delivery; toxicity_profile: Negligible cytotoxicity,,,High luciferase expression in liver,qualitative,,,,3.0
676,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.05 mg/kg mRNA; gene_expression_result: ~10^8 photons s^-1 cm^-2 sr^-1 in liver; biodistribution_result: Liver-selective delivery; toxicity_profile: Well tolerated, no significant organ injury",,,~10^8 photons s^-1 cm^-2 sr^-1 in liver,qualitative,,,,
677,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: ~10^8 photons s^-1 cm^-2 sr^-1 in lung; biodistribution_result: Lung-selective delivery; toxicity_profile: Well tolerated, no significant organ injury",,,~10^8 photons s^-1 cm^-2 sr^-1 in lung,qualitative,,,,
678,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: mRNA expression in spleen; biodistribution_result: Spleen-selective delivery,,,mRNA expression in spleen,qualitative,,,,
679,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: High mRNA expression in spleen; biodistribution_result: Spleen-selective delivery; toxicity_profile: Well tolerated, no significant difference from PBS control",,,High mRNA expression in spleen,qualitative,,,,3.0
680,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: mRNA expression in liver; biodistribution_result: Liver-selective delivery,,,mRNA expression in liver,qualitative,,,,
681,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: mRNA expression in lung; biodistribution_result: Lung-selective delivery,,,mRNA expression in lung,qualitative,,,,
682,animal_model: Ai9 mice; administration_route: IV; dose: 0.75 mg/kg total RNA; gene_expression_result: tdTomato expression in liver after Cre-mediated recombination; biodistribution_result: Liver-specific gene editing,,,tdTomato expression in liver after Cre-mediated recombination,qualitative,,,,
683,animal_model: Ai9 mice; administration_route: IV; dose: 0.75 mg/kg total RNA; gene_expression_result: tdTomato expression in lung after Cre-mediated recombination; biodistribution_result: Lung-specific gene editing,,,tdTomato expression in lung after Cre-mediated recombination,qualitative,,,,
684,"animal_model: C57BL/6 mice; administration_route: IV; dose: 0.05 mg/kg mRNA; gene_expression_result: High efficacy retained, liver-specific; biodistribution_result: Liver-selective delivery maintained",,,"High efficacy retained, liver-specific",qualitative,,,,3.0
685,"animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: High efficacy retained, lung-specific; biodistribution_result: Lung-selective delivery maintained",,,"High efficacy retained, lung-specific",qualitative,,,,3.0
686,"animal_model: C57BL/6 mice; administration_route: IV; dose: 0.25 mg/kg mRNA; gene_expression_result: High efficacy retained, spleen-specific; biodistribution_result: Spleen-selective delivery maintained",,,"High efficacy retained, spleen-specific",qualitative,,,,3.0
687,animal_model: C57BL/6 mice; administration_route: IV; dose: 0.05 mg/kg mRNA; gene_expression_result: 13-fold lower efficacy compared to 9A1P9-5A2-SC8 iPLNPs; biodistribution_result: Liver delivery,,,13-fold lower efficacy compared to 9A1P9-5A2-SC8 iPLNPs,fold_change,13.0,,,3.0
756,"animal_model: BALB/c mice (6-8 weeks old, female); administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
757,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
758,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
759,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
760,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
761,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
762,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
763,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
764,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
765,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
766,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
767,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
768,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
769,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
770,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
771,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
772,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
773,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Superior luciferase expression after SMI atomization compared to vibrating mesh nebulizer; biodistribution_result: Lung targeting after I.T., liver accumulation after I.M.",,,Superior luciferase expression after SMI atomization compared to vibrating mesh nebulizer,qualitative,,,,3.0
774,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
775,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
776,"animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Luciferase expression measured by IVIS imaging; biodistribution_result: Accumulation in liver, spleen, lungs",,,Luciferase expression measured by IVIS imaging,qualitative,,,,
777,animal_model: BALB/c mice; administration_route: I.M. and I.T.; dose: 20 Â¥Ã¬g mRNA per mouse; gene_expression_result: Compared with AX4-based LNPs for atomization studies; biodistribution_result: Standard reference for comparison,,,Compared with AX4-based LNPs for atomization studies,qualitative,,,,
778,"cell_line: ALI Calu-3 cells; animal_model: BALB/c mice (female, 6-8 weeks); administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI), 750 ng NLuc mRNA (in vivo); gene_expression_result: ~30,000 RLU (ALI), 4.8Â¡Â¿10^5 photons/sec/cmÂ©Ã·/sr (in vivo); biodistribution_result: Distributed across all lung lobes",,,"~30,000 RLU (ALI), 4.8Â¡Â¿10^5 photons/sec/cmÂ©Ã·/sr (in vivo)",RLU,0.0,,,0.0
779,"cell_line: ALI Calu-3 cells; animal_model: BALB/c mice (female, 6-8 weeks); administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI), 750 ng NLuc mRNA (in vivo); gene_expression_result: ~120,000 RLU (ALI), 1.4Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo); biodistribution_result: Distributed across all lung lobes",,,"~120,000 RLU (ALI), 1.4Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo)",RLU,0.0,,,0.0
780,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~80,000 RLU (ALI)",,,"~80,000 RLU (ALI)",RLU,0.0,,,0.0
781,"cell_line: ALI Calu-3 cells; animal_model: BALB/c mice (female, 6-8 weeks); administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI), 750 ng NLuc mRNA (in vivo); gene_expression_result: ~90,000 RLU (ALI), 1.2Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo); biodistribution_result: Distributed across all lung lobes",,,"~90,000 RLU (ALI), 1.2Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo)",RLU,0.0,,,0.0
782,"cell_line: ALI Calu-3 cells; animal_model: BALB/c mice (female, 6-8 weeks), Ai9 mice (female, 6-8 weeks); administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI), 750 ng NLuc mRNA (in vivo), 0.5 mg/kg Cre mRNA; gene_expression_result: ~150,000 RLU (ALI), 8.1Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo); biodistribution_result: Distributed across all lung lobes with highest expression",,,"~150,000 RLU (ALI), 8.1Â¡Â¿10^6 photons/sec/cmÂ©Ã·/sr (in vivo)",RLU,0.0,,,0.0
783,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~50,000 RLU (ALI)",,,"~50,000 RLU (ALI)",RLU,0.0,,,0.0
784,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~40,000 RLU (ALI)",,,"~40,000 RLU (ALI)",RLU,0.0,,,0.0
785,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~25,000 RLU (ALI)",,,"~25,000 RLU (ALI)",RLU,0.0,,,0.0
786,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~300,000 RLU (ALI), 2.0-fold increase vs B-1",,,"~300,000 RLU (ALI), 2.0-fold increase vs B-1",RLU,0.0,,,0.0
787,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~200,000 RLU (ALI), 1.3-fold increase vs B-1",,,"~200,000 RLU (ALI), 1.3-fold increase vs B-1",RLU,0.0,,,0.0
788,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~200,000 RLU (ALI), 1.3-fold increase vs B-1",,,"~200,000 RLU (ALI), 1.3-fold increase vs B-1",RLU,0.0,,,0.0
789,"cell_line: ALI Calu-3 cells; administration_route: Intratracheal (after aerosolization); dose: 1000 ng NLuc mRNA (ALI); gene_expression_result: ~60,000 RLU (ALI), no significant difference vs B-1",,,"~60,000 RLU (ALI), no significant difference vs B-1",RLU,0.0,,,0.0
790,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: High luciferase expression in liver; biodistribution_result: Liver predominant targeting",,,High luciferase expression in liver,qualitative,,,,3.0
791,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: High luciferase expression in liver; biodistribution_result: Liver predominant targeting",,,High luciferase expression in liver,qualitative,,,,3.0
792,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Spleen predominant targeting",,,Moderate luciferase expression,qualitative,,,,2.0
793,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Mixed targeting",,,Moderate luciferase expression,qualitative,,,,2.0
794,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: High luciferase expression in liver; biodistribution_result: Liver predominant targeting",,,High luciferase expression in liver,qualitative,,,,3.0
795,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Low luciferase expression; biodistribution_result: Limited targeting",,,Low luciferase expression,qualitative,,,,1.0
796,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Low luciferase expression; biodistribution_result: Mixed targeting",,,Low luciferase expression,qualitative,,,,1.0
797,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Moderate targeting",,,Moderate luciferase expression,qualitative,,,,2.0
798,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Moderate targeting",,,Moderate luciferase expression,qualitative,,,,2.0
799,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Moderate targeting",,,Moderate luciferase expression,qualitative,,,,2.0
800,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Moderate luciferase expression; biodistribution_result: Moderate targeting",,,Moderate luciferase expression,qualitative,,,,2.0
801,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Low luciferase expression; biodistribution_result: Limited targeting",,,Low luciferase expression,qualitative,,,,1.0
802,"cell_line: HEK293T, HeLa; animal_model: C57BL/6 female mice; administration_route: IV; dose: 0.03 mg/kg; gene_expression_result: Low luciferase expression; biodistribution_result: Limited targeting",,,Low luciferase expression,qualitative,,,,1.0
803,"animal_model: Balb/cJ mice (female, 8 weeks old); administration_route: intravenous (i.v.); dose: 0.5 mg mRNA/kg; gene_expression_result: luciferase expression measured by IVIS imaging at 12h post-injection; biodistribution_result: primarily liver and spleen distribution",,,luciferase expression measured by IVIS imaging at 12h post-injection,qualitative,,,,
807,animal_model: Balb/cJ mice; administration_route: intravenous; dose: 0.5 mg mRNA/kg; gene_expression_result: luciferase expression measured; biodistribution_result: liver and spleen distribution,,,luciferase expression measured,qualitative,,,,
809,animal_model: Balb/cJ mice; administration_route: intravenous; dose: 0.5 mg mRNA/kg; gene_expression_result: luciferase expression varies with N/P ratio; biodistribution_result: liver and spleen distribution,,,luciferase expression varies with N/P ratio,qualitative,,,,
813,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.25",,,relative mRNA expression ~0.25,qualitative,,,,
814,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.25",,,relative mRNA expression ~0.25,qualitative,,,,
815,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.5",,,relative mRNA expression ~0.5,qualitative,,,,
816,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.75",,,relative mRNA expression ~0.75,qualitative,,,,
817,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.9",,,relative mRNA expression ~0.9,qualitative,,,,
818,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.9",,,relative mRNA expression ~0.9,qualitative,,,,
819,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~1.0",,,relative mRNA expression ~1.0,qualitative,,,,
820,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~1.0",,,relative mRNA expression ~1.0,qualitative,,,,
821,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~1.0",,,relative mRNA expression ~1.0,qualitative,,,,
822,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~1.0",,,relative mRNA expression ~1.0,qualitative,,,,
823,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.8",,,relative mRNA expression ~0.8,qualitative,,,,
824,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.8",,,relative mRNA expression ~0.8,qualitative,,,,
825,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.2",,,relative mRNA expression ~0.2,qualitative,,,,
826,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.4",,,relative mRNA expression ~0.4,qualitative,,,,
827,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.25",,,relative mRNA expression ~0.25,qualitative,,,,
828,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.25",,,relative mRNA expression ~0.25,qualitative,,,,
829,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.7",,,relative mRNA expression ~0.7,qualitative,,,,
830,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 50 nM ASO per well; gene_expression_result: relative mRNA expression ~0.2",,,relative mRNA expression ~0.2,qualitative,,,,
831,"cell_line: primary murine cortical neurons, primary murine microglia; animal_model: C57BL/6N mice; administration_route: in vitro; dose: 0.2-100 nM ASO concentration range; gene_expression_result: EC50 = 3.6 nM in cortical neurons",,,EC50 = 3.6 nM in cortical neurons,qualitative,,,,
832,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~1 mg/kg; biodistribution_result: plasma 15.3%, liver 50.0%, spleen 0.8% at 0.5h",,,ED50 ~1 mg/kg,qualitative,,,,
833,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 40-50 mg/kg; biodistribution_result: plasma 46.6%, liver 20.5%, spleen 0.7% at 0.5h",,,ED50 40-50 mg/kg,qualitative,,,,
834,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 5-12 mg/kg; biodistribution_result: plasma 17.5%, liver 20.5%, spleen 0.3% at 0.5h",,,ED50 5-12 mg/kg,qualitative,,,,
835,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 12-25 mg/kg; biodistribution_result: plasma 69.4%, liver 28.5%, spleen 0.8% at 0.5h",,,ED50 12-25 mg/kg,qualitative,,,,
836,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 12-25 mg/kg; biodistribution_result: plasma 10.7%, liver 2.5%, spleen <0.1% at 0.5h",,,ED50 12-25 mg/kg,qualitative,,,,
837,"animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~0.4 mg/kg; biodistribution_result: plasma 1.1%, liver 32.0%, spleen <0.1% at 0.5h",,,ED50 ~0.4 mg/kg,qualitative,,,,
838,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~1.5 mg/kg,,,ED50 ~1.5 mg/kg,qualitative,,,,
839,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 >15 mg/kg,,,ED50 >15 mg/kg,qualitative,,,,
840,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 >5 mg/kg (lethal at 15 mg/kg); toxicity_profile: lethal at 15 mg/kg,,,ED50 >5 mg/kg (lethal at 15 mg/kg),qualitative,,,,
841,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~0.4 mg/kg,,,ED50 ~0.4 mg/kg,qualitative,,,,
842,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~0.1 mg/kg,,,ED50 ~0.1 mg/kg,qualitative,,,,
843,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 ~0.6 mg/kg,,,ED50 ~0.6 mg/kg,qualitative,,,,
844,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: various doses tested; gene_expression_result: ED50 >3 mg/kg,,,ED50 >3 mg/kg,qualitative,,,,
845,"animal_model: C57BL/6 mice, rats, cynomolgus monkeys; administration_route: intravenous; dose: 0.01-1 mg/kg in rodents, 0.03-1 mg/kg in NHP; gene_expression_result: ED50 ~0.02 mg/kg in mice, ~0.3 mg/kg in NHP (TTR); toxicity_profile: well tolerated at doses up to 50-fold higher than ED50",,,"ED50 ~0.02 mg/kg in mice, ~0.3 mg/kg in NHP (TTR)",qualitative,,,,
846,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: 97.9% liver expression; biodistribution_result: Liver (97.9%), Spleen (1.5%), Lung (0.4%), Heart (0.1%), Kidney (0.1%); toxicity_profile: well tolerated",,,97.9% liver expression,percentage,97.9,,,3.0
848,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
849,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
850,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
